eBike,Pos,No.,Name,Team,Class,Time,Behind,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Stage 1  : Best,,Run 1,Run 2,Run 3,Run 4,Run 5,,Stage 2: Best,Run 1,Run 2,Run 3,Run 4,,,Stage 3: Best,,,,,,,,,,,,,,,,,,
0,165th,393,Elliott Regnart, ,Manual | Male Senior,06:54.6,+2:22.09,02:39.2,04:07.0, , , , ,02:39.2,181st,+1:01.70,02:50.2,02:59.1, , , ,02:50.2,159th,+0:55.94,01:25.2,01:27.5, , ,01:25.2,159th,+0:26.69,,,,,,,,,,,,,,,,
0,166th,34,Meghan Picaro,FOD Night Riders,Manual | Female Master,06:56.7,+2:24.29,03:12.9,02:32.5,02:28.5, , , ,02:28.5,165th,+0:50.99,03:12.0,03:00.0, , , ,03:00.0,167th,+1:05.75,01:29.7,01:28.3, , ,01:28.3,167th,+0:29.79,,,,,,,,,,,,,,,,
0,167th,185,Fiona McCormickFacebook, ,Manual | Female Grand Vet,06:57.2,+2:24.70,02:40.5,02:29.9, , , , ,02:29.9,168th,+0:52.34,03:19.7,02:56.7, , , ,02:56.7,164th,+1:02.46,01:33.4,01:30.6, , ,01:30.6,173rd,+0:32.14,,,,,,,,,,,,,,,,
0,168th,194,Rowan Spear-BulmerInstagram, ,Manual | Male Master,07:01.1,+2:28.63,02:30.9, , , , , ,02:30.9,171st,+0:53.34,03:29.1,03:01.8, , , ,03:01.8,170th,+1:07.60,01:28.4,01:29.4, , ,01:28.4,168th,+0:29.93,,,,,,,,,,,,,,,,
0,169th,48,Frankie Goulson, ,Manual | Male U16,07:02.3,+2:29.80,02:46.8,02:27.8,02:26.7,02:25.8, , ,02:25.8,160th,+0:48.25,03:32.6,03:04.1, , , ,03:04.1,172nd,+1:09.90,01:42.1,01:32.4, , ,01:32.4,177th,+0:33.89,,,,,,,,,,,,,,,,
0,170th,164,John Scandone, ,Manual | Male Super Vet,07:03.8,+2:31.34,02:29.3,02:31.4, , , , ,02:29.3,166th,+0:51.74,03:23.7,03:01.6, , , ,03:01.6,169th,+1:07.40,02:02.6,01:32.9, , ,01:32.9,178th,+0:34.44,,,,,,,,,,,,,,,,
0,171st,2,Stuart SampsonInstagram,Miltech MTB,Manual | Male Veteran,07:04.8,+2:32.35,02:38.0,02:22.7, , , , ,02:22.7,153rd,+0:45.15,03:11.8,03:10.0, , , ,03:10.0,176th,+1:15.80,01:32.2,01:32.1, , ,01:32.1,176th,+0:33.64,,,,,,,,,,,,,,,,
0,172nd,72,Rowan Hawkins,Far Future,Manual | Male Fun,07:05.5,+2:33.02,02:44.6,02:30.7,02:29.3, , , ,02:29.3,167th,+0:51.78,03:50.2,03:09.2, , , ,03:09.2,175th,+1:14.94,01:32.3,01:27.0, , ,01:27.0,163rd,+0:28.54,,,,,,,,,,,,,,,,
0,173rd,311,Christopher ReesFacebookStrava, ,Manual | Male Veteran,07:06.1,+2:33.64,02:46.9,02:33.1, , , , ,02:33.1,175th,+0:55.59,03:04.0, , , , ,03:04.0,171st,+1:09.75,01:29.0, , , ,01:29.0,171st,+0:30.54,,,,,,,,,,,,,,,,
0,174th,81,Nick Sellors-DuvalInstagram,Miltech MTB,Manual | Male Veteran,07:07.9,+2:35.48,02:54.6,02:34.9, , , , ,02:34.9,177th,+0:57.39,03:07.7,03:08.2, , , ,03:07.7,174th,+1:13.44,01:25.4,01:31.0, , ,01:25.4,160th,+0:26.89,,,,,,,,,,,,,,,,
0,175th,151,Glen Powis, ,Manual | Male Fun,07:10.2,+2:37.70,02:35.6,02:34.7,02:27.3, , , ,02:27.3,164th,+0:49.80,03:19.9,03:01.2, , , ,03:01.2,168th,+1:06.91,02:25.5,01:41.7, , ,01:41.7,189th,+0:43.23,,,,,,,,,,,,,,,,
0,176th,150,Rob Willison, ,Manual | Male Senior,07:15.3,+2:42.80,03:11.6,02:26.4, , , , ,02:26.4,162nd,+0:48.90,03:21.6, , , , ,03:21.6,184th,+1:27.40,01:27.2, , , ,01:27.2,164th,+0:28.74,,,,,,,,,,,,,,,,
0,177th,199,Attila GyorInstagramStrava, ,Manual | Male Fun,07:16.2,+2:43.75,02:39.4, , , , , ,02:39.4,182nd,+1:01.89,03:07.6, , , , ,03:07.6,173rd,+1:13.31,01:29.2, , , ,01:29.2,172nd,+0:30.79,,,,,,,,,,,,,,,,
0,178th,329,Joseph Priest,Risca Riders,Manual | Male Fun,07:17.3,+2:44.88,03:10.8,02:47.0,02:31.7, , , ,02:31.7,173rd,+0:54.19,04:17.0,03:11.9, , , ,03:11.9,179th,+1:17.64,01:42.9,01:33.8, , ,01:33.8,181st,+0:35.29,,,,,,,,,,,,,,,,
0,179th,195,Emma Jordan, ,Manual | Female Veteran,07:20.7,+2:48.25,02:50.6,02:45.2,02:35.7, , , ,02:35.7,178th,+0:58.15,03:11.1,03:11.3, , , ,03:11.1,177th,+1:16.90,01:33.9,01:34.9, , ,01:33.9,182nd,+0:35.44,,,,,,,,,,,,,,,,
0,180th,37,Thomas Lunn, ,Manual | Male Veteran,07:21.5,+2:49.04,02:28.4,02:24.4, , , , ,02:24.4,157th,+0:46.94,03:48.8,03:26.1, , , ,03:26.1,186th,+1:31.85,01:31.0,01:35.9, , ,01:31.0,174th,+0:32.49,,,,,,,,,,,,,,,,
0,181st,198,Evan Neal, ,Manual | Male U16,07:27.0,+2:54.56,02:53.5,02:41.4,02:43.7, , , ,02:41.4,184th,+1:03.85,03:32.7,03:17.7,03:12.3, , ,03:12.3,180th,+1:18.06,01:52.2,01:35.9,01:33.4, ,01:33.4,180th,+0:34.89,,,,,,,,,,,,,,,,
0,182nd,307,Cari Morgan-Williams, ,Manual | Female U18,07:27.6,+2:55.10,02:46.6,02:33.5, , , , ,02:33.5,176th,+0:55.95,03:35.7,03:19.9, , , ,03:19.9,183rd,+1:25.60,01:34.3, , , ,01:34.3,183rd,+0:35.79,,,,,,,,,,,,,,,,
0,183rd,213,Sarah Wilkes, ,Manual | Female Fun,07:39.9,+3:07.44,02:49.0,02:42.8,02:40.8, , , ,02:40.8,183rd,+1:03.34,03:46.9,03:22.1, , , ,03:22.1,185th,+1:27.80,01:45.3,01:37.0, , ,01:37.0,186th,+0:38.54,,,,,,,,,,,,,,,,
0,184th,3,Martin DyerInstagram,MTBJaM,Manual | Male Super Vet,07:40.3,+3:07.85,02:50.8,02:45.8, , , , ,02:45.8,185th,+1:08.24,03:34.0,03:14.1, , , ,03:14.1,181st,+1:19.85,01:43.7,01:40.5, , ,01:40.5,188th,+0:42.00,,,,,,,,,,,,,,,,
0,185th,106,Oliver Methuen, ,Manual | Male Hardtail,07:43.6,+3:11.18,03:16.4,02:36.8, , , , ,02:36.8,180th,+0:59.29,03:30.1, , , , ,03:30.1,187th,+1:35.90,01:37.5,01:36.7, , ,01:36.7,184th,+0:38.23,,,,,,,,,,,,,,,,
0,186th,10,Lorien GordonFacebookInstagram,Bike Supply Drop,Manual | Male Hardtail,07:51.5,+3:18.99,03:06.8, , , , , ,03:06.8,192nd,+1:29.29,03:37.8,03:11.7, , , ,03:11.7,178th,+1:17.45,01:33.0, , , ,01:33.0,179th,+0:34.49,,,,,,,,,,,,,,,,
0,187th,233,Richard Smith, ,Manual | Male Veteran,07:54.1,+3:21.68,03:03.2, , , , , ,03:03.2,191st,+1:25.74,03:19.6, , , , ,03:19.6,182nd,+1:25.35,01:31.3, , , ,01:31.3,175th,+0:32.83,,,,,,,,,,,,,,,,
0,188th,79,Aimee ArnottInstagram, ,Manual | Female Fun,07:55.8,+3:23.30,03:09.3,02:51.0,02:46.3, , , ,02:46.3,186th=,+1:08.74,03:40.1,03:32.6, , , ,03:32.6,188th,+1:38.36,01:38.9,01:36.9, , ,01:36.9,185th,+0:38.44,,,,,,,,,,,,,,,,
0,189th,220,David Carey, ,Manual | Male Veteran,08:23.0,+3:50.49,03:29.6,03:12.7,03:02.2, , , ,03:02.2,190th,+1:24.69,03:43.3,03:38.2, , , ,03:38.2,189th,+1:43.96,01:43.4,01:42.5, , ,01:42.5,191st,+0:44.08,,,,,,,,,,,,,,,,
0,190th,26,Harriet Jenkins, ,Manual | Female Master,08:48.6,+4:16.13,03:08.7, , , , , ,03:08.7,193rd,+1:31.19,03:38.8,03:44.0, , , ,03:38.8,190th,+1:44.55,02:01.1, , , ,02:01.1,193rd,+1:02.63,,,,,,,,,,,,,,,,
0,191st,44,Esme Drakeley,Dreigiau Coed Y Brenin Dragons,Manual | Female U14,08:52.7,+4:20.23,02:59.5, , , , , ,02:59.5,189th,+1:21.99,05:27.2,04:15.4, , , ,04:15.4,192nd,+2:21.15,01:37.8, , , ,01:37.8,187th,+0:39.33,,,,,,,,,,,,,,,,
0,192nd,96,Kieran Mayes, ,Manual | Male Veteran,09:07.4,+4:34.94,03:27.4,03:19.2, , , , ,03:19.2,194th,+1:41.69,04:05.8, , , , ,04:05.8,191st,+2:11.60,01:42.4,01:47.3, , ,01:42.4,190th,+0:43.89,,,,,,,,,,,,,,,,
0,193rd,303,Dylan Lacy,2 wheels only mtb boys,Manual | Male Fun,10:09.0,+5:36.54,07:25.9,03:22.0, , , , ,03:22.0,195th,+1:44.50,04:50.8, , , , ,04:50.8,193rd,+2:56.55,01:56.2, , , ,01:56.2,192nd,+0:57.73,,,,,,,,,,,,,,,,
0,194th,53,Oscar Allen,Ride Bike Wales,Manual | Male U14,17:18.8,+12:46.34,05:55.1, , , , , ,05:55.1,197th,+4:17.59,07:43.5, , , , ,07:43.5,194th,+5:49.29,03:40.2, , , ,03:40.2,195th,+2:41.70,,,,,,,,,,,,,,,,
0,195th,179,Adam Irwin, ,Manual | Male Fun,21:19.6,+16:47.09,02:56.3, , , , , ,02:56.3,188th,+1:18.74,15:11.6, , , , ,15:11.6,195th,+13:17.40,03:11.7, , , ,03:11.7,194th,+2:13.19,,,,,,,,,,,,,,,,
0, ,148,Greg Harper, ,Manual | Female Hardtail,DNF, ,03:31.8, , , , , ,03:31.8,196th,+1:54.30, , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,
0, ,104,Chris Elias, ,Manual | Male Master,DNF, ,02:46.3, , , , , ,02:46.3,186th=,+1:08.74, , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,
E,1st,60,Connor WalkleyInstagram,Muddy goats,Ebike | Male Under 35,05:43.8, ,01:51.4,01:46.9,01:39.9, , , , , ,01:39.9,1st, ,02:03.9,02:01.1, , , , , , ,02:01.1,9th,+0:05.81,01:03.4,01:02.6, , , ,01:02.6,4th,+0:01.37,01:06.2,01:00.3, , , , , ,01:00.3,1st, 
E,2nd,400,Nikki Whiles, ,Ebike | Male 35-49,05:45.5,+0:01.72,01:47.0,01:43.0,01:42.9, , , , , ,01:42.9,3rd,+0:03.00,02:14.6,02:02.8,01:57.7, , , , , ,01:57.7,2nd,+0:02.36,01:04.2,01:01.5,01:01.2, , ,01:01.2,1st, ,01:07.3,01:03.8, , , , , ,01:03.8,9th,+0:03.54
E,3rd,345,Stu Hughes,"Pinned TV, KEV FACTORY RACING",Ebike | Male 35-49,05:47.4,+0:03.65,01:55.0,01:43.8,01:43.9, , , , , ,01:43.8,4th,+0:03.95,02:14.7,02:00.3,01:59.5, , , , , ,01:59.5,5th,+0:04.21,01:07.4,01:03.5, , , ,01:03.5,7th,+0:02.27,01:13.1,01:05.8,01:01.1,01:00.7, , , ,01:00.7,2nd,+0:00.40
E,4th,353,Carl Walker, ,Ebike | Male Under 35,05:48.6,+0:04.85,02:07.0,01:55.3,01:48.0,01:46.8,01:54.8,01:43.9,01:41.1, ,01:41.1,2nd,+0:01.28,02:11.8,02:01.3,02:00.6,02:02.0,01:55.3,02:05.8,02:02.2,01:57.1,01:55.3,1st, ,01:07.7,01:06.0,01:04.2, , ,01:04.2,8th=,+0:02.96,01:13.5,01:08.0, , , , , ,01:08.0,24th,+0:07.79
E,5th,196,Lee HowellsFacebookInstagram,Don Skene Cycles,Ebike | Male 35-49,05:49.3,+0:05.54,02:10.4,01:51.3,01:44.8,01:45.1, , , , ,01:44.8,7th,+0:04.94,02:10.4,02:05.9,01:59.3, , , , , ,01:59.3,4th,+0:04.01,01:06.7,01:05.7,01:03.0,01:03.8, ,01:03.0,6th,+0:01.81,01:13.5,01:06.1,01:05.4,01:02.2, , , ,01:02.2,3rd,+0:01.96
E,6th,126,Oliver Mckenna,Hunt,Ebike | Male 35-49,05:50.5,+0:06.73,05:34.4,01:58.7,01:48.3,01:45.4, , , , ,01:45.4,8th,+0:05.58,05:23.4,02:08.0,02:03.7,02:00.3, , , , ,02:00.3,6th,+0:05.01,02:16.3,01:06.7,01:02.4, , ,01:02.4,3rd,+0:01.22,02:28.0,01:20.3,02:04.2,01:06.1,01:05.3,01:02.4, ,01:02.4,4th,+0:02.10
E,7th,239,Ian Dowell,Rhondda mtb,Ebike | Male 35-49,05:51.0,+0:07.19,01:54.2,01:53.8,01:50.0,01:47.9, , , , ,01:47.9,17th,+0:08.05,02:09.7,02:23.8,02:01.3,01:58.1,02:03.3, , , ,01:58.1,3rd,+0:02.81,01:04.3,01:08.4,01:03.6,01:04.7,01:01.8,01:01.8,2nd,+0:00.66,01:15.8,01:08.1,01:11.4,01:03.1, , , ,01:03.1,6th,+0:02.85
E,8th,144,Carl Thomas,Mud Yutters,Ebike | Male 35-49,05:55.5,+0:11.74,01:53.1,01:48.0,01:46.8, , , , , ,01:46.8,12th,+0:06.95,02:15.1,02:07.8,02:06.4,02:03.3, , , , ,02:03.3,14th,+0:08.02,01:05.4,01:02.9, , , ,01:02.9,5th,+0:01.76,01:11.8,01:20.6,01:04.5,01:02.4, , , ,01:02.4,5th,+0:02.19
E,9th,374,James Robert,Rip + Tear,Ebike | Male Under 35,05:56.1,+0:12.35,01:51.0,01:45.6,01:44.1, , , , , ,01:44.1,5th,+0:04.20,02:10.3,02:03.4, , , , , , ,02:03.4,15th,+0:08.12,01:05.3,01:04.2, , , ,01:04.2,8th=,+0:02.96,01:04.5,01:27.7, , , , , ,01:04.5,10th,+0:04.25
E,10th,306,Charlie Cooper-DaviesInstagram, ,Ebike | Male Under 35,05:58.7,+0:14.89,01:56.6,01:51.0,01:47.5,01:46.8,01:44.7, , , ,01:44.7,6th,+0:04.84,02:26.3,02:07.8,02:04.4,02:08.0, , , , ,02:04.4,16th,+0:09.11,01:04.6,01:05.8,01:05.1, , ,01:04.6,12th,+0:03.36,01:08.2,01:10.2,01:05.0, , , , ,01:05.0,12th,+0:04.76
E,11th,285,Sam RobertsInstagramStrava,Jam Splits,Ebike | Male Under 35,05:58.9,+0:15.10,02:13.9,01:53.2,01:47.4,01:46.3, , , , ,01:46.3,10th,+0:06.40,02:17.9,02:06.2,02:00.6, , , , , ,02:00.6,7th,+0:05.35,01:08.0,01:07.4,01:05.1, , ,01:05.1,16th,+0:03.87,01:22.2,01:06.9, , , , , ,01:06.9,20th,+0:06.66
E,12th,344,Jim BuchananInstagram,Pinned TV,Ebike | Male 50-59,05:59.1,+0:15.33,01:55.5,01:51.0,01:49.2, , , , , ,01:49.2,20th,+0:09.35,02:15.7,02:01.4, , , , , , ,02:01.4,10th,+0:06.06,01:09.1,01:07.8,01:04.8, , ,01:04.8,13th,+0:03.60,01:13.6,01:15.7,01:17.3,01:05.6,01:05.5,01:03.8, ,01:03.8,8th,+0:03.50
E,13th,69,Jack Walkley,Muddy goats,Ebike | Male Under 35,06:00.5,+0:16.74,01:54.3,01:46.7, , , , , , ,01:46.7,11th,+0:06.84,02:06.7,02:05.9, , , , , , ,02:05.9,21st,+0:10.62,01:04.3,01:06.4, , , ,01:04.3,10th=,+0:03.16,01:07.5,01:03.6, , , , , ,01:03.6,7th,+0:03.30
E,14th,130,Joshua Collins, ,Ebike | Male Under 35,06:00.6,+0:16.84,02:05.3,01:50.2,01:50.8,01:47.4,01:47.4, , , ,01:47.4,14th,+0:07.49,02:31.8,02:09.1,02:07.4,02:05.5,02:03.0, , , ,02:03.0,13th,+0:07.67,01:07.5,01:06.4,01:04.9, , ,01:04.9,15th,+0:03.71,01:41.7,01:20.1,01:26.7,01:08.9,01:19.4,01:08.5,01:05.4,01:05.4,13th,+0:05.15
E,15th,170,Liam MurrayInstagram,The Collective Race Team,Ebike | Male Under 35,06:00.9,+0:17.12,02:07.1,01:54.7,01:50.3,01:47.1, , , , ,01:47.1,13th,+0:07.24,02:38.8,02:04.7,02:02.8, , , , , ,02:02.8,12th,+0:07.51,01:06.1, , , , ,01:06.1,22nd,+0:04.96,01:31.7,01:10.1,01:04.8,01:05.7, , , ,01:04.8,11th,+0:04.59
E,16th,287,Efan Loring,Jam Splits,Ebike | Male Under 35,06:01.2,+0:17.42,02:12.1,01:51.3,01:48.0, , , , , ,01:48.0,18th,+0:08.18,02:13.2,02:00.7, , , , , , ,02:00.7,8th,+0:05.36,01:08.2,01:04.9,01:05.8, , ,01:04.9,14th,+0:03.66,01:18.2,01:07.6, , , , , ,01:07.6,22nd,+0:07.40
E,17th,226,Gareth Orourke, ,Ebike | Male 35-49,06:03.5,+0:19.69,02:01.5,01:54.5,01:51.4,01:49.8, , , , ,01:49.8,21st,+0:09.95,02:09.2,02:06.7,02:01.7, , , , , ,02:01.7,11th,+0:06.40,01:08.0,01:05.5,01:07.6,01:06.2, ,01:05.5,17th,+0:04.27,01:11.8,01:06.5, , , , , ,01:06.5,16th,+0:06.25
E,18th,357,Peter CrookesFacebookInstagram, ,Ebike | Male 35-49,06:05.2,+0:21.43,01:52.3,01:47.4,01:45.7, , , , , ,01:45.7,9th,+0:05.84,02:15.0,02:07.6,02:05.3, , , , , ,02:05.3,17th,+0:09.96,01:31.6,01:07.6, , , ,01:07.6,31st,+0:06.46,01:08.3,01:08.7,01:06.6,01:07.4, , , ,01:06.6,18th,+0:06.35
E,19th,234,Jordan JamesInstagram,Rhondda mtb,Ebike | Male Under 35,06:05.8,+0:22.01,01:55.7,01:49.1,01:49.6,01:47.5, , , , ,01:47.5,15th,+0:07.64,02:13.6,02:10.0,02:05.9, , , , , ,02:05.9,22nd,+0:10.65,01:08.0,01:13.5,01:06.0,01:05.8,01:08.1,01:05.8,19th=,+0:04.56,01:25.4,01:11.1,01:13.7,01:06.6, , , ,01:06.6,17th,+0:06.34
E,20th,267,David MooreInstagram,The Collective Race Team,Ebike | Male 35-49,06:08.7,+0:24.91,02:07.0,01:57.4,01:47.7,01:48.1, , , , ,01:47.7,16th,+0:07.84,02:39.0,02:13.0,02:05.8, , , , , ,02:05.8,20th,+0:10.52,01:06.7, , , , ,01:06.7,25th,+0:05.52,01:32.6,01:16.5,01:08.5,01:28.1, , , ,01:08.5,26th,+0:08.21
E,21st,390,Dom Morgan, ,Ebike | Male 35-49,06:10.6,+0:26.78,02:07.6,01:58.5,01:53.0,01:51.4,01:48.5, , , ,01:48.5,19th,+0:08.68,02:13.8,02:10.5,02:09.1, , , , , ,02:09.1,24th,+0:13.85,01:08.8,01:07.3,01:06.2, , ,01:06.2,23rd,+0:04.97,01:14.2,01:13.3,01:08.1,01:06.7, , , ,01:06.7,19th,+0:06.46
E,22nd,50,Stuart Howard, ,Ebike | Male 35-49,06:13.1,+0:29.28,02:12.8,01:55.4,01:55.2,01:54.0,01:54.3, , , ,01:54.0,29th,+0:14.09,02:21.7,02:13.3,02:10.4,02:09.1,02:05.6, , , ,02:05.6,19th,+0:10.31,01:12.4,01:07.1,01:08.8, , ,01:07.1,27th,+0:05.91,01:22.3,01:09.0,01:06.4, , , , ,01:06.4,14th=,+0:06.15
E,23rd,182,Jake Thomas,Zerobikes,Ebike | Male Under 35,06:13.9,+0:30.14,02:40.8,01:57.5,01:52.3, , , , , ,01:52.3,25th,+0:12.45,02:27.4,02:10.8,02:05.6, , , , , ,02:05.6,18th,+0:10.27,01:10.3,01:07.0, , , ,01:07.0,26th,+0:05.85,01:41.8,01:47.1,01:09.0,01:21.7, , , ,01:09.0,27th,+0:08.75
E,24th,294,Alex PowellInstagram,Sunday Club Biking do oo,Ebike | Male 35-49,06:14.6,+0:30.78,01:58.8,01:52.2,01:51.0,01:51.3, , , , ,01:51.0,23rd,+0:11.18,02:17.8,02:14.2,02:12.1, , , , , ,02:12.1,36th,+0:16.77,01:07.7,01:06.7,01:04.3, , ,01:04.3,10th=,+0:03.16,01:18.7,01:15.6,01:59.0,01:08.3,01:12.7,01:07.1, ,01:07.1,21st,+0:06.85
E,25th,61,Mike Turner,Zerobikes,Ebike | Male 35-49,06:18.5,+0:34.68,02:06.8,01:56.3,01:55.0,01:52.1, , , , ,01:52.1,24th,+0:12.23,02:13.3,02:11.6, , , , , , ,02:11.6,34th,+0:16.26,01:10.1,01:05.7, , , ,01:05.7,18th,+0:04.46,01:15.9,01:10.0,01:09.2, , , , ,01:09.2,28th,+0:08.91
E,26th,103,Ollie Jenkins, ,Ebike | Male 35-49,06:21.2,+0:37.39,01:58.1,01:52.7, , , , , , ,01:52.7,26th,+0:12.89,02:19.9,02:11.4, , , , , , ,02:11.4,33rd,+0:16.12,01:13.3,01:09.0,01:05.8, , ,01:05.8,19th=,+0:04.56,01:19.3,01:11.2, , , , , ,01:11.2,31st,+0:11.00
E,27th,157,Ryan Abbott, ,Ebike | Male 35-49,06:22.2,+0:38.42,01:58.6,01:54.5,01:54.9, , , , , ,01:54.5,32nd,+0:14.68,02:11.3,02:12.6, , , , , , ,02:11.3,30th,+0:15.96,01:08.5,01:09.8, , , ,01:08.5,37th,+0:07.27,01:31.2,01:24.4,01:41.2,01:07.9, , , ,01:07.9,23rd,+0:07.69
E,28th,21,Tom Barber,Ebike W.N.K.R.S,Ebike | Male 35-49,06:23.1,+0:39.33,02:09.5,01:59.2,01:54.7,01:56.7,01:55.4, , , ,01:54.7,33rd,+0:14.85,02:24.9,02:26.2,02:09.3, , , , , ,02:09.3,25th,+0:14.00,01:10.7,01:09.0,01:06.2, , ,01:06.2,24th,+0:05.06,01:17.7,01:17.3,01:13.6,01:23.0,01:12.9, , ,01:12.9,36th,+0:12.60
E,29th,175,Leigh WilliamsInstagram, ,Ebike | Male 35-49,06:23.1,+0:39.34,02:10.5,01:58.9,01:56.7, , , , , ,01:56.7,37th,+0:16.80,02:22.6,02:10.3,02:10.9, , , , , ,02:10.3,26th,+0:14.96,01:11.9,01:10.8,01:07.8, , ,01:07.8,32nd,+0:06.57,01:20.2,01:11.8,01:08.4, , , , ,01:08.4,25th,+0:08.19
E,30th,102,Mark Baker,Fatcreations,Ebike | Male 35-49,06:23.1,+0:39.36,01:57.8,01:53.2,01:50.3, , , , , ,01:50.3,22nd,+0:10.43,02:20.4,02:12.4, , , , , , ,02:12.4,38th,+0:17.15,01:10.8,01:07.5, , , ,01:07.5,30th,+0:06.32,01:21.8,01:12.9, , , , , ,01:12.9,37th,+0:12.64
E,31st,125,Nigel John,Lodge Cycles,Ebike | Male 50-59,06:23.6,+0:39.82,02:01.5,01:56.4,01:53.2,01:55.4, , , , ,01:53.2,27th,+0:13.35,02:20.0,02:13.6,02:10.5, , , , , ,02:10.5,27th,+0:15.22,01:13.7,01:10.3,01:08.5,01:07.8, ,01:07.8,33rd,+0:06.62,01:18.1,01:13.8,01:15.4,01:12.1,02:00.6, , ,01:12.1,34th,+0:11.81
E,32nd,299,Sam Turner,South Wales Syndicate,Ebike | Male Under 35,06:25.4,+0:41.65,02:03.9,01:54.7,01:54.2,01:57.3, , , , ,01:54.2,31st,+0:14.30,03:04.0,02:39.9,02:12.8,02:12.8, , , , ,02:12.8,39th,+0:17.50,01:08.4,01:10.0, , , ,01:08.4,36th,+0:07.22,01:17.1,01:10.1,02:20.0,01:15.3, , , ,01:10.1,29th,+0:09.81
E,33rd,333,Josh EvansInstagram, ,Ebike | Male Under 35,06:26.3,+0:42.57,01:59.7,01:54.1,01:53.5, , , , , ,01:53.5,28th,+0:13.64,02:35.4,02:19.6,02:13.7,02:11.3, , , , ,02:11.3,31st,+0:16.01,01:07.9,01:09.9,01:10.0, , ,01:07.9,34th,+0:06.71,01:25.3,01:13.6, , , , , ,01:13.6,39th,+0:13.39
E,34th,59,Jason LewisInstagram,Don Skene Cycles,Ebike | Male 35-49,06:26.6,+0:42.86,02:07.3,02:04.5,02:00.0, , , , , ,02:00.0,56th,+0:20.10,02:19.3,02:13.1,02:15.8, , , , , ,02:13.1,41st,+0:17.82,01:07.6,01:07.6,01:07.6,01:07.2, ,01:07.2,29th,+0:05.97,01:24.6,01:11.5,01:30.0,01:08.8,01:31.9,01:06.4, ,01:06.4,14th=,+0:06.15
E,35th,322,Conor BushFacebookInstagram,Gnar Mech Cycles,Ebike | Male Under 35,06:27.3,+0:43.55,02:11.0,02:04.0,01:57.0, , , , , ,01:57.0,39th,+0:17.10,02:17.6,02:07.4, , , , , , ,02:07.4,23rd,+0:12.06,01:13.5,01:11.2, , , ,01:11.2,51st,+0:09.97,01:20.9,01:11.9, , , , , ,01:11.9,33rd,+0:11.60
E,36th,7,Andrew JonesInstagram, ,Ebike | Male 35-49,06:29.1,+0:45.28,02:10.5,01:59.9,02:01.8, , , , , ,01:59.9,55th,+0:20.04,02:22.3,02:10.6,02:14.1, , , , , ,02:10.6,28th,+0:15.27,01:07.0,01:06.0,01:06.0, , ,01:06.0,21st,+0:04.81,01:13.3,01:12.6, , , , , ,01:12.6,35th,+0:12.34
E,37th,178,Geraint Wright, ,Ebike | Male 50-59,06:30.4,+0:46.60,02:12.9,01:57.5,01:56.7, , , , , ,01:56.7,38th,+0:16.84,02:23.6,02:11.3,02:15.0, , , , , ,02:11.3,32nd,+0:16.02,01:18.1,01:10.7,01:08.2, , ,01:08.2,35th,+0:06.97,01:25.8,01:26.8,01:14.2, , , , ,01:14.2,41st,+0:13.95
E,38th,145,Andrew Dawson,Mud Yutters,Ebike | Male 50-59,06:31.2,+0:47.38,02:03.7,01:57.5,01:57.2, , , , , ,01:57.2,41st,+0:17.39,02:28.4,02:11.7,02:11.8,02:14.1,02:11.2, , , ,02:11.2,29th,+0:15.92,01:11.7,01:09.3, , , ,01:09.3,42nd,+0:08.10,01:13.4,01:14.7, , , , , ,01:13.4,38th,+0:13.15
E,39th,154,David Williams,Drop in,Ebike | Male Under 35,06:33.2,+0:49.43,02:04.4,02:00.9,01:57.2,01:57.4,01:55.3,01:55.0, , ,01:55.0,35th,+0:15.09,02:34.6,02:14.3,02:43.4, , , , , ,02:14.3,44th,+0:19.00,01:07.1,01:08.3, , , ,01:07.1,28th,+0:05.92,01:16.9,01:19.8, , , , , ,01:16.9,53rd,+0:16.60
E,40th,147,Rich WiltshireFacebookInstagram,BSD Racing Team,Ebike | Male 35-49,06:35.3,+0:51.54,02:07.6,01:57.6,01:58.0,01:56.2,01:54.0, , , ,01:54.0,30th,+0:14.10,02:37.5,02:23.1,02:14.5,02:11.7, , , , ,02:11.7,35th,+0:16.37,01:19.3,01:15.5,01:13.5, , ,01:13.5,65th,+0:12.35,01:32.3,01:22.9,01:16.2, , , , ,01:16.2,50th,+0:15.90
E,41st,254,Luke Greenwood,The Trailhead Bicycle Company,Ebike | Male 35-49,06:35.9,+0:52.09,02:03.7,02:01.2,02:02.8, , , , , ,02:01.2,64th,+0:21.35,02:22.8,02:15.1,02:19.8,02:31.4, , , , ,02:15.1,47th,+0:19.80,01:10.7,01:11.1,01:09.5, , ,01:09.5,44th,+0:08.27,01:31.8,01:11.1,01:10.1, , , , ,01:10.1,30th,+0:09.85
